opt_id,question_id,prompt,transcription,llm_speaking_accuracy_llama31_score,llm_speaking_accuracy_mistral_score,llm_speaking_accuracy_llama32_score,llm_speaking_accuracy_claude_score,most_common_value,agreement_percentage,opt_id_q_id
72247,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing which made me happy was my engagement. I am no happy, engaged and that was three months ago I was engaged. So that was the happiest thing for me at that time. And the sad thing is that to send in my parents have gone to my town leaving me alone in my street. That is the sad thing and I am still sad for my parents. I am hoping I am  hoping that they will return soon and I'm all happy that I'm engaged.",3.0,3.0,0.0,3.0,3.0,75.0,72247_t1_q10
76367,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," And Tregno is a huge impact on everyone's life, I would say. And mostly for the better. It's very easy to get a whole new people. You can play games with other people across the world. I have several friends that both live in other parts of Sweden or in other countries. And we can talk and we can see each other and we can play games.  games together, even though we're hundreds of kilometers away, and it's what's happening in basically real time. The bad stuff is that I think people in general feel good about moving when they're on training or like working out, and I feel like people might do that less now.",3.0,3.0,4.0,2.0,3.0,50.0,76367_t1_q13
72577,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I think that people nowadays spend too much time with their mobile phones because I think nowadays we have lots of sources in our mobile phones so that people need to use them for comfortable living because now you can order food, clothing, pay for your taxes and so on  via your mobile phone. But I think that you need to reduce this time.",2.0,3.0,3.0,3.0,3.0,75.0,72577_t1_q8
69606,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that made me happy was that I changed my behavior towards my parents. I did not criticize my father, for example.  you",3.0,3.0,0.0,3.0,3.0,75.0,69606_t1_q10
84340,t1_q7,Tell me about a person you know well., I know my wife quite well. I think she's fantastic. She has the perfect blend of personality and I like her interactions with me and my daughter. She's very kind. She thinks very well of people and she's also very empathic. She likes to do things with my,2.0,2.0,3.0,3.0,2.0,50.0,84340_t1_q7
76754,t1_q12,Tell me the plot of one of your favorite films or books.," Well, one of my favorite films is Star Trek. So I am very keen on spaceship stars and let's say fiction films are discovering other planets and other races.  other species of let's say not humans, extra terrorists.",3.0,3.0,4.0,3.0,3.0,75.0,76754_t1_q12
22895,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I do really think people spell too much time on their mobile phones but I also want to spell more time on my mobile phone because I think mobile phone can get more information on this social society and I want to know more information on my friends and my idol and something else but  The work on me, my work is too busy and I have no time to spend my time",3.0,3.0,3.0,2.0,3.0,75.0,22895_t1_q8
74595,t1_q6,What did you do on your last holiday?," On last holiday I was having my last two days of summer vacations. I was traveling through the northern part of Spain and especially on Saturday and Sunday. I was visiting on Saturday, sorry, Bilbawa and the Guggena Museum and on Sunday which was my last day of vacation. I was in Saragosa visiting the Historical Center of the City.",2.0,2.0,3.0,2.0,2.0,75.0,74595_t1_q6
22509,t1_q11,What are the biggest challenges for you in your area of work or study?," One of the biggest challenges in my work is how to communicate with people. And sometimes we don't get a really clear communication and some people tell me misunderstand. And I might misunderstand as well. And that cause a lot of unexpected results. And that is the most challenging thing in my work. And second one is how to understand  to take care of my conditions towards to work loaded and schedules. And sometimes it gets really overwhelmed and I have to control this, all the work loaded issues and situations.",2.0,2.0,0.0,3.0,2.0,50.0,22509_t1_q11
25352,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing made me feel happy. Well recently I bought a puppy. She is 4 months old and my boyfriend told her to sit down then she will sit down immediately. How obedient. And she always looks so adorable when she wears the cute clothes. I got a boyfriend  in a puppy and a kitten, my life is perfect. That makes me happy.",3.0,2.0,3.0,3.0,3.0,75.0,25352_t1_q10
75851,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I guess a lot of people are spending too much time with their mobile phones. Especially the younger generation are too heavy involved in their chats with what happened playing games and they are losing some times the relationship to the  the really necessary tasks they have to do with the mobile phone",3.0,3.0,2.0,3.0,3.0,75.0,75851_t1_q8
81990,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I think so. I think there are two main reasons. One is the easier way to work. You have access to your emails, your messages. You can make it very easily. That's the good side of it. But there's also a lot of time that is lost on social media, Twitter, Facebook, Instagram. That's not very beneficial. Well, that's the time that we live in.  But yeah, I think there's too much time and on the phone.",3.0,3.0,0.0,3.0,3.0,75.0,81990_t1_q8
83856,t1_q9,Tell me about an important decision you had to make.," Well, last year I received a proposal to move abroad, to move to Spain, to develop a really nice project regarding visual law in Madrid. Well, I had to think about it. It was really amazing, but I could stand, imagine myself living one year far from my husband, from my family, from my friends. So I thought a lot.  and I decided not to move forward this project. And maybe in the future, I will head up on an opportunity like this again.",2.0,3.0,3.0,3.0,3.0,75.0,83856_t1_q9
76767,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," Well, I think the older generation has just a different background and a different environment. They grew up. For example, my mother has visited another school. She is not as educated as a student.  as I am or didn't get that way of education and I think that forms a person also in life, the basis you get in school.",2.0,3.0,3.0,3.0,3.0,75.0,76767_t1_q14
77557,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," From a positive aspect, technology has really made my life easy. Now I can work from any place, anytime and at any moment. I'm not confined to be in my office desk from 9am to 6pm. That's not the case anymore. So life is just that much more easier and better. Communication has become even more better with the advent of technology. However, on the flip side, that everything is available on demand.  Your job has become 24 hours. So people expect you to reply back to their emails, well late in the midnight and within a fraction of seconds. I think that's the disadvantage of the advancement of technology. Thank you.",3.0,3.0,2.0,3.0,3.0,75.0,77557_t1_q13
84791,t1_q12,Tell me the plot of one of your favorite films or books.," I am a Bollywood fan and would like to talk about my favorite movie, Three Idiots. It is a Bollywood movie directed and produced by a well-known Indian director Raj Kumar Hirani. It is based on a renowned novel, Five Points Someone by J. Thunhpur, a celebrated author and one of my favorite artists, Ami Khan stars in it. The film is beautifully crafted and has some exciting twist. The film is focused on three college friends from a prestigious institution of India. The plot revolves around the production issues and belonging to different  cultural backgrounds who have different goals and life but they end up in an engineering institution. This is my favorite movie as it has many messages to deliver on friendship, success and the education system of one nation. The movie highly",2.0,3.0,2.0,2.0,2.0,75.0,84791_t1_q12
71477,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that made me happy was my wife was that when my first-year is born because we have been waiting for seven years. The last thing that made me sad, the last thing that made me sad is I have to live a separate place because I work at different islands  from where my wife and child live.",3.0,3.0,4.0,3.0,3.0,75.0,71477_t1_q10
71460,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?, People my age are very into technology and have an easy time with it. Also they are less attached to material things. So there is not a focus on buying a house or a car or settling in the same place for the rest of their life. It is easier for people my age to make changes. While the older generation had a bigger focus on setting  link and having material items such as apartments and cars and jeweleries and there was not so much focus on experience as people my generation have and I believe this has to do with different priorities and different times.,2.0,3.0,3.0,3.0,3.0,75.0,71460_t1_q14
83546,t1_q6,What did you do on your last holiday?," On my last holiday, I went to Valencia in Spain with my boyfriend really surprised by the Spanish food, by the Spanish lifestyle. We really enjoyed walking around the old city, renting a bike, going to museums. We went to the beach, spend an afternoon there, and lovely meals, especially for air.",3.0,3.0,2.0,1.0,3.0,50.0,83546_t1_q6
74329,t1_q9,Tell me about an important decision you had to make.," One of the hardest decisions I had to make was 10 years ago when I decided to go abroad to study in France. So I was only 20 years old and I left my family for the first time.  to our friends, to study and to work.",2.0,2.0,2.0,3.0,2.0,75.0,74329_t1_q9
82442,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," In this regard, I guess the technology has played and is playing a big role in sharing the personality of people. My age, your comparison to people who older than myself, and older than everybody. My generation of course, for instance, is a one-thing difference. It's that people, let's say, you know, previous generation, is to be less interconnected than we are, the imagination is. And therefore, there may be a greater ability to be focused on things and, you know, but on the other hand,  there were a bit less killed and more to task in and in you know be able to carry out several different tasks at the same time and of course their mindset was also less over minor than the one of my generation and yeah I cannot think of any other factor right now but if you give",2.0,3.0,3.0,3.0,3.0,75.0,82442_t1_q14
82071,t1_q7,Tell me about a person you know well.," I would like to talk about my earlier boss, which was really, I was reporting to him for most JER period and that he was very genuine person, very humble and don't pay a person. So whenever I go for any support, he will just listen to my challenges and he will give solution and then in there. He was, you know, I think he had",2.0,3.0,3.0,3.0,3.0,75.0,82071_t1_q7
76423,t1_q7,Tell me about a person you know well.," Then I would tell you about my sister, which I know very well. She is two years older than I am and has a really good heart and she's warm. And at the same time, she always tried to compete with me. So we have like a blended mixed",3.0,3.0,3.0,2.0,3.0,75.0,76423_t1_q7
76187,t1_q7,Tell me about a person you know well., I'm going to talk about my best friend. She studied economics too. She works in Argos and I think that she's a very intelligent girl who has fight for her rights during her life and who is very resilient with the things that she has to confront every day.,1.0,3.0,3.0,3.0,3.0,75.0,76187_t1_q7
69818,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Technology has affected my life in many different ways. For instance, I enjoy my new electric car. So when it's cooler outside, I can just go to an app on my phone and turn off the heat so that when I leave work, my car is warm when I come out to drive. And also the mobile phone is useful in many ways. I don't need all these cars.  anymore because I can pay with Apple Pay so I can just bring my phone to the shop and then I can pay with my phone. On the negative side I spend way too much time looking at my phone and I don't need all that time on the phone.",3.0,3.0,0.0,3.0,3.0,75.0,69818_t1_q13
76187,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I think people spend a lot of time on their mobile phones. I guess that because of these social media, we want to keep informed every second of our lives. And I think that that could be bad for us because, for example, we can be a lot less productive on our daily basis. And it affects our work. I think that our social  skills are affected also because of that because now you are always looking at your phone instead of talk with people.",1.0,3.0,3.0,3.0,3.0,75.0,76187_t1_q8
82449,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenges is face the problems with security. In my job I have so technical information. So I have to study a lot about this. And it's difficult to know about all the things, all the technical information. So this is a big challenge for me. Sometimes you have a problem, but I have to study. I have to know about the things.  I have to study a lot and it's not always that I know everything. I'm learning about the things. So for me it's not the technical information about the job. And facing the problems is very peaceful.",0.0,0.0,2.0,3.0,0.0,50.0,82449_t1_q11
22897,t1_q7,Tell me about a person you know well.," I know my father very well. He is a very kindhearted person and very casual, very humorous. He has a very strong sense of himself. Sometimes he would like to push his mind into mind, but I know that's good for me.",2.0,3.0,2.0,2.0,2.0,75.0,22897_t1_q7
75542,t1_q7,Tell me about a person you know well.," I know my wife very well. She's beautiful. She is a musician, a lovely musician who teaches children, who use to teach music, music, music, music, music, music, for babies and their mothers is a beautiful activity. She's very renowned",2.0,2.0,2.0,3.0,2.0,75.0,75542_t1_q7
75296,t1_q12,Tell me the plot of one of your favorite films or books.," Well one of my favorite movies is Avengers. I don't mind which one of them or the Avengers films are my favorite. They are about superheroes, you know, people that have powers and they use them to fight people and about people. They travel around the galaxy.  even gods like Thor, the thunder god, just humans with armors like Iomon and many of them have powers. The whole is a man who",2.0,3.0,3.0,3.0,3.0,75.0,75296_t1_q12
69953,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I think they did spend a lot of time in the mobile phones because we are surrounded by technology and all of the social media that we get right now are like the communication media. So people use it to communicate instead of talking with a person personally. They use WhatsApp, they use Facebook, Twitter, Instagram, etc. So they are avoiding to see the person physically.  to talk and say anything through their social needs.",3.0,3.0,3.0,3.0,3.0,100.0,69953_t1_q8
73079,t1_q12,Tell me the plot of one of your favorite films or books.," Well, I like a book from Victor Franco, Logotherapy. This book talks about the last freedom. It talks about when we act and react, the reaction is our decision. This is the last decision nobody can take from us.  that we have and sometimes we think that the circumstances or the other people make us suffer but this is not really true. We have to make the decision we we decide if someone",2.0,3.0,3.0,3.0,3.0,75.0,73079_t1_q12
72641,t1_q10,What was the last thing that made you feel happy or sad? Why?," Well, happy was the most recent news about my career that I am now running to become a partner at the firm that I work. And the sad news was when my grandfather died a couple of years ago. It was terrible. And I had a hard time calling  with this news.",3.0,3.0,0.0,3.0,3.0,75.0,72641_t1_q10
77005,t1_q6,What did you do on your last holiday?," On my last holiday a couple of weeks ago I visited Vietnam. It was very interesting and I saw both sides because we visited the Saigon, very big city and then a resort near Pukkok Island and so there was a relaxing time on the beach. So busy city and Lazy",3.0,3.0,3.0,3.0,3.0,100.0,77005_t1_q6
83940,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I would say definitely. And after getting my daughter, it was quite obvious how much time I spent on the cell phone. We need to see the world a lot more with our eyes and look at the things around us. I know that we see photos of people just looking in the phone and on trains and in buses. But again, then what 20 years ago, everybody was looking down in the paper and newspaper  and now the newspaper is on the cell phone so logically yeah it's going to be a cell phone instead of a newspaper because that's outdated",2.0,3.0,3.0,3.0,3.0,75.0,83940_t1_q8
76269,t1_q11,What are the biggest challenges for you in your area of work or study?," Working as a design manager, it's the main issues for me are mainly about administration and communication within the team and within the project group. The professional expertise is always available and in 90% of the cases is sufficient and good enough. The challenges are to coordinate and get the best out of each person  and to really get the sense of people helping out each other and working for a common goal. As soon as you have people have their own agenda and not the product's best in mind, you run into trouble.",3.0,3.0,0.0,2.0,3.0,50.0,76269_t1_q11
70180,t1_q12,Tell me the plot of one of your favorite films or books., It's about my favorite books. It's about a criminal procedure in Islam and it's at the beginning a child is dead during the winter and the investigations  you,2.0,3.0,3.0,3.0,3.0,75.0,70180_t1_q12
73708,t1_q11,What are the biggest challenges for you in your area of work or study?," In my work, I have a lot of inspection of federal entities and this is the most important challenge of my work. The last one was the FDA inspection and I was involved in this inspection and this is stressful.  It was a great inspection and that was great results.",4.0,3.0,3.0,3.0,3.0,75.0,73708_t1_q11
75853,t1_q9,Tell me about an important decision you had to make.," So the important decision was about taking or not taking a dog because people are not all the time during the day at home so the dog will be alone and when the dog is puppy he needs a lot of time to get to know all the family members  So when children spend a lot of time at school, it's hard. And so decision is hard.",3.0,3.0,2.0,3.0,3.0,75.0,75853_t1_q9
83567,t1_q7,Tell me about a person you know well.," For example, if football soccer is something who impress me or what kind of people, it's very difficult. I didn't have any person which I say,",2.0,2.0,2.0,3.0,2.0,75.0,83567_t1_q7
77306,t1_q7,Tell me about a person you know well.," Well, a person that I know really well, I think would be my partner. We've been together almost 10 years now. So I have to say, I probably know him the best. We started off together at the same middle school and then went into high school together as well. And then we moved away for university. And we're apart now, but planning to get back together soon.",3.0,3.0,3.0,2.0,3.0,75.0,77306_t1_q7
81311,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," of my age and the main difference is about technology. I think the world changed really fast and the younger people are more comfortable doing high tech products or using social medias or mobile phones than the older people. But the older people have more experience and knowledge and I think there are more wiser than  and younger people and I think it's really important to engage both generations to get the better of society. So, well, that's it. Thank you.",1.0,3.0,3.0,3.0,3.0,75.0,81311_t1_q14
81124,t1_q12,Tell me the plot of one of your favorite films or books.," Well, the plot is someone that wanders around the Brazilian landscape. He's kind of a beggar and during his wanderings he comes to meet a lot of people and leave different adventures. And this was important because I read first a Brazilian book about this plot and then I read a French book  which was very important book in the French literature and the plot was basically the same. So I think in a way I related both books and I enjoyed both of them.",2.0,2.0,3.0,3.0,2.0,50.0,81124_t1_q12
74595,t1_q7,Tell me about a person you know well., maybe the person nowadays I know well is my ex-boyfriend since we we stayed together for five years he is very open-minded curious intelligent but at the same time a little bit selfish and not so open to the other one,2.0,3.0,2.0,2.0,2.0,75.0,74595_t1_q7
72974,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Absolutely. I had a chance to go to Asia a couple of months ago and I realized that people there really spend a lot of time in their mobile phone. Originally, I thought it was because people don't really drive there. They usually use public transportation and I thought they were trying to leverage the time in the subway or at the taxi to look at their phones. But I think also social media is distracting people  overall. So even though people don't need to look at their phone, it's becoming an addiction and I think that's a concern.",2.0,3.0,2.0,2.0,2.0,75.0,72974_t1_q8
78316,t1_q11,What are the biggest challenges for you in your area of work or study?," I think the biggest challenges in my work are dealing with pressure. That is, I'm just a junior management consultant, so I quite recently started working and we work at very high pace at strategy focused projects. And sometimes that gives you some pressure with working long hours and having to  deliver at very high level of quality, which I do like very much actually, but yeah, it's also quite challenging at times. But yeah, as long as I'm still happy to",2.0,3.0,3.0,3.0,3.0,75.0,78316_t1_q11
83658,t1_q10,What was the last thing that made you feel happy or sad? Why?," The last thing that made me really feeling happy was a big contract. I won with a very, very important customer. This is now around 15 months ago. We have been fighting for that over one and a half year. And when you are finally successful,  This is really satisfying you and it made me more than happy. Thank you.",3.0,3.0,3.0,3.0,3.0,100.0,83658_t1_q10
71169,t1_q12,Tell me the plot of one of your favorite films or books.," One of my favorite film, difficult, is art. I can tell you film that is Terminator, where there is a cyborg that  come back from the future to help a boy that in the future will be a rebel and that's all I don't know",2.0,3.0,3.0,3.0,3.0,75.0,71169_t1_q12
71169,t1_q6,What did you do on your last holiday?," And last August, I went to Croatia, Slovenia, and with my family. And I went to thermal pool, thermal pools with lights and other things like that, and to the sea in Croatia.",2.0,3.0,3.0,3.0,3.0,75.0,71169_t1_q6
83546,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest area of challenges for me in my current business is being an entrepreneur, which is relatively new to me. I only started this January and it was a sleeping organization. It was managed by my dad who hasn't been working in the company for the last 10 years or actually he was doing less and less while he was retired. My biggest challenge is to  constantly assess what my next step should be, especially in this time of Corona with quite few perspective opportunities with clients. So that's been a real challenge.",0.0,3.0,3.0,3.0,3.0,75.0,83546_t1_q11
72156,t1_q12,Tell me the plot of one of your favorite films or books.," I think it was the plot of the series The Bridge, the Danish one. It was a four season series and at the end of series four, the plot wasn't that surprising. So it was a happy end. But the way she, the main character, Sarah Wunwren was her name, the way she responded and acted  was so contradictory to how she was that you were completely surprised about how she acted, what she did, that she went away, that she left everyone behind. It was so surprising, I was in shock and I was really wondering what she was",3.0,3.0,3.0,3.0,3.0,100.0,72156_t1_q12
76187,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," I think that there are differences between generations because of the social context and the different things that they have to pass through in their lives. So for example, I think it's different the reality that my parents lived, that the one that I live now or my friends. For example, they didn't have the opportunity to have access to internal  it as in the same way that now we have it. And for example, they had a different, for example, just to get a new job, they had to go to the newsletter or something like that. Now we can, we can see offer through inter",2.0,2.0,3.0,3.0,2.0,50.0,76187_t1_q14
77585,t1_q11,What are the biggest challenges for you in your area of work or study?," The biggest challenges for me in my area of work is that I, as I mentioned before, I'm a consultant. I deliver training, corporate training for leaders and the biggest challenges are that the subjects, the subjects keep changing a lot and I need to update myself with frequently.  I have to go to meetings and conferences and learn about what's the most updated concept on leadership, get to learn very well and to be able to train people on it. That's the biggest job.",0.0,3.0,3.0,3.0,3.0,75.0,77585_t1_q11
74329,t1_q12,Tell me the plot of one of your favorite films or books., My favorite book is It Pray and Love. It's about a woman that decides to divorce from her husband to go abroad. So she went to three different countries. She went to Italy to study  She lived there for a while. She went to India and then she went to Indonesia where she found love again.,0.0,0.0,0.0,3.0,0.0,75.0,74329_t1_q12
74610,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," I am 40. When I am communicating with my parents, they are 60 now. There is no limit, I think. We are very, very similar. But when we are talking about my grandparents, so they are something about 50 years older than me, there is a problem because they don't know these technological devices.  They have some problems in communication because we use some other words. They were brought up in different circumstances and then they don't approve so many things that are very common now. For example, we are",3.0,3.0,2.0,3.0,3.0,75.0,74610_t1_q14
81622,t1_q12,Tell me the plot of one of your favorite films or books., So I love action movies. I think the one that is very strong for me because the movies are very good messages hockey the fighter I think this is a very good message for everyone that wants to win in their life so we have to do a hard work and you have to believe that you can do it. So I think the message that this moves  believer is great. I already watched this move many times and also with my family and kids because I want them to understand that to be successful in life it's not something that you cannot work,2.0,3.0,3.0,3.0,3.0,75.0,81622_t1_q12
72032,t1_q10,What was the last thing that made you feel happy or sad? Why?," Well, the last thing that made me really sad was change my job because this was a really critical situation, you know, because I had to leave a place that I, I don't know, made believe in the project and now I have a new challenge. But this new challenge also is a good thing for me and this makes me a lot of happy nowadays because I love the idea to work with consulting compliance.  And this was a really important thing that I just chasing for in the last, I don't know, three years in my life.",2.0,2.0,3.0,3.0,2.0,50.0,72032_t1_q10
82503,t1_q10,What was the last thing that made you feel happy or sad? Why?," Two weeks ago we went out with the boat, sailing on the lakes over here in the Netherlands. And why did it make me very happy? It was already a couple of weeks before that because mostly of the weather, a lot of rain. We were not in the position despite the weather to take the boat and go out for sailing.  It was a very nice day on the water with family and friends. So that was a very nice event.",2.0,2.0,0.0,3.0,2.0,50.0,82503_t1_q10
77381,t1_q9,Tell me about an important decision you had to make.," An important decision that I made last year is to change my job. It was quite difficult because I don't like change and I was a little afraid of a new environment, new teammates, but I took advantage of some changes in my last company.  companies as company and so I did it and I very",3.0,3.0,2.0,3.0,3.0,75.0,77381_t1_q9
81378,t1_q9,Tell me about an important decision you had to make.," It was about a month ago when I had to make a decision whether I have my daughter who was at that time, staying at the short time, stay in the US. She was due to stay in the US until the end of May, but due to this pandemic for this COVID-19, I made a decision for my daughter, me, to suspend her college life in Tulsa, the US, and come back to Japan at the earliest flight  I think it was a good decision because few weeks after that the flights between the US and Japan has been sustained.",2.0,3.0,3.0,3.0,3.0,75.0,81378_t1_q9
78657,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Oh yes, for technology wise, I think with the availability of the mobile phone, the positive things about it is bring with me a lot of convenience. You don't have to lack a computer. You go about doing your daily work inside the mobile device, like your hand phone. You can make your phone call, you can plan your meeting, you can effectively get all your work done using the mobile device. At the same time, you can also use it as a form of entertainment.  We can watch video, play games and talk to friends and so forth. But of course the flip side is that because we are so dependent on our mobile phone and we spend so much time with it that we can do neglect the interaction with",3.0,3.0,4.0,3.0,3.0,75.0,78657_t1_q13
73955,t1_q12,Tell me the plot of one of your favorite films or books.," Well, my favorite film could be Titanic. It was very very very sad and emotional. And one of my favorite books could be I don't remember the name because it's like  about emotional intelligence by Daniel or David Goldman. I don't remember. That book really was very interesting and it was the best",2.0,3.0,3.0,3.0,3.0,75.0,73955_t1_q12
74392,t1_q11,What are the biggest challenges for you in your area of work or study?," My biggest challenge I would say is to prioritize. I work as an in-house legal counsel and it's basically a support function and the idea is that we should help the business with all sorts of matters. Strategic issues but also very minor matters that  help them going forward in their daily works. And to prioritize the important measures from the, perhaps say, less important measures, that's a challenge. And also to get to know the questions that don't come into",2.0,2.0,2.0,2.0,2.0,100.0,74392_t1_q11
76187,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," I think that positively and it has impacted my life through the way that we can have access to information. I think it's really cool that now you don't have restrictions and things like that to get to learn something. You have internet now and you can search whatever you want to. In a negative way, I think that it has affected social life.  It's really annoying when you are talking with someone and that person is distracted with her cell phone. I think that for me that's really annoying. So I hate that part. I try not to do it with my friends and my family because I think it's not cool to do that.",2.0,2.0,3.0,3.0,2.0,50.0,76187_t1_q13
78254,t1_q7,Tell me about a person you know well.," A person I know well is my girlfriend, which I live together. We met each other two years ago. We've very close talk a lot with each other. The nice thing is that we are different types of people where I'm more outspoken, sees more into herself, but that's also adding failure to each other's life.",2.0,3.0,3.0,3.0,3.0,75.0,78254_t1_q7
71889,t1_q8,Do you think people spend too much time on their mobile phones? Why?," I actually do think people spend too much time on their mobile phones. I'm probably probably one of them. When you spend too much time on your phone, you don't take the social interaction eye to eye with someone else. And it is also scientifically proven that it can affect your sleep. Because of the light, when you use your mobile phone before you go to sleep, there is no time for it.  possibility that you don't sleep well and you still wake up tired.",3.0,3.0,4.0,2.0,3.0,50.0,71889_t1_q8
75964,t1_q12,Tell me the plot of one of your favorite films or books.," Yeah, wow that came also. So then my favourite films and books. My goodness, when my blank, I can't think of any. I can think of a TV show, a series, that's not a film, but it's called A Typical, about a young boy, one man on the autism spectra. And his struggles in his life.  and with his family. That's quite interesting how he is on the outside bit but also on the inside and does understand and people around him understand him more or too higher or lower",2.0,2.0,3.0,3.0,2.0,50.0,75964_t1_q12
71477,t1_q7,Tell me about a person you know well.," It's my childhood friend named Agus. We've been very best friend since maybe year four. We still contact each other until now. He's very kind, very royal friend, and will accompany me",3.0,3.0,3.0,3.0,3.0,100.0,71477_t1_q7
75906,t1_q11,What are the biggest challenges for you in your area of work or study?, I think the biggest challenge for my new work is that everything that I'll be doing is I came from a different industry mainly for a industrial machinery and right now for my current job. I am in the education field. So being in a field or area that is unfamiliar for me is  quite hard for me to trust and I'm still trying to learn about the industry and what has to be done for me to be able to get by.,3.0,3.0,0.0,3.0,3.0,75.0,75906_t1_q11
81887,t1_q12,Tell me the plot of one of your favorite films or books.," Favorite films Gone with the wind? Well, that's a classic the plot is well, it's a Scarlett falls in love with the With the man and well, that's a stupid book to tell What about movie I can  think of any. Well, I like action movies and well actually those I remember it has seven parts I think with fast cars and an action that's kind of plot of it.",2.0,2.0,2.0,2.0,2.0,100.0,81887_t1_q12
78316,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," Well, in an incredible kind of way, of course, I'm currently doing this listening test or actually speaking test. And, well, that's being done via the computer and will be listened back by you who is listening this at the moment. So that's one of the things that was already changing. Normally you would do this face to face, maybe. But yeah, everything has changed. People are on their own.  mobile phones all the time. I just drove home and I used my mobile to get home to have the mapping well etc. So it's a massive impact all the time currently in everything with",3.0,3.0,3.0,3.0,3.0,100.0,78316_t1_q13
81511,t1_q7,Tell me about a person you know well.," Well, telling about a person I know well, then I can mention one of my best friends, Hank. I know I'm already for 30, 35 years. We have always good fun together and it's always loving and talking about everything, really everything, family, jobs, what he's doing, what I'm doing, what we are experienced during the work week. So we meet,",3.0,3.0,0.0,1.0,3.0,50.0,81511_t1_q7
25407,t1_q13,"In what ways has technology impacted your life, both positively and negatively?"," I think now technology has impacted our life, both of them positively and actively. For example, we can chat and also say each other via mobile phone. This cannot be achieved in about 20 years ago, but negatively this, currently, person will spend more and more time in their mobile phone.  games or maybe chat with others and they might ignore the people around them. For example, their parents, their friends, they just ignore them and didn't talk with the reality",3.0,3.0,2.0,3.0,3.0,75.0,25407_t1_q13
82071,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Exactly people spending a lot of time in mobile phone is love spending time in their family and kids. We can see most of the people always looking into their mobile. It becomes practice now and whether they are getting any messages or whether they are getting any notifications. They tend to look into that mobile and see what is happening, what is there and the same message they will just  the traffic and that they will see is raining in which it become more than happy it",1.0,3.0,3.0,3.0,3.0,75.0,82071_t1_q8
76727,t1_q14,Describe the differences between people your age and the older generation. Why do you think these differences exist?," Well, what are the main difference that I see with people older than me is that they are used to have frequently direct conversation. They prefer not using for not sending messages. Even when I have to ask just a few information, they usually prefer to meet the person they have to talk to  with and to ask directly anything they need because they probably are used to evaluate the person they're talking with by looking them in their eyes. And that's quite a difference from the way that we are using",3.0,3.0,0.0,2.0,3.0,50.0,76727_t1_q14
76450,t1_q10,What was the last thing that made you feel happy or sad? Why?," Well, about happiness, this morning, this morning I have a really, really, really good moment with my children. I was loving during a lot of time because a song that my old boy sings. And about sad, well, I'm really sad about one decision that my boss  takes and I'm not comfortable with it and I don't know what I need to do right now.",3.0,3.0,0.0,3.0,3.0,75.0,76450_t1_q10
71460,t1_q8,Do you think people spend too much time on their mobile phones? Why?," Yes, I believe people are spending nowadays too much time on their mobile phones. The reason for this is because it is a way to work. Our work is mainly online nowadays. We can do calls and read emails through our mobile phones and talk to our team through WhatsApp. And our social life is also based on the is also in the mobile phones, such as photo apps,  Instagram organization of things to do in the weekend through WhatsApp groups amongst others.",0.0,3.0,3.0,3.0,3.0,75.0,71460_t1_q8
70194,t1_q6,What did you do on your last holiday?," Well, last holiday. If I'm going correctly, I just, it was kind of spending time with my family. We went outside for a walk and then we went to the restaurant. Then we watched a movie together.",2.0,3.0,2.0,2.0,2.0,75.0,70194_t1_q6
72227,t1_q6,What did you do on your last holiday?," On my last holiday, I visited the island of Panteleria, which is in the Mediterranean between Sicily and Tunisia. Beautiful place, a volcanic island with marvelous natural activity and wonderful food. And the culture is also very nice, lovely. So I would definitely recommend it.",3.0,3.0,0.0,3.0,3.0,75.0,72227_t1_q6
